epoch,train_loss,validation_loss,train_f1,validation_f1,train_roc_auc,validation_roc_auc,train_accuracy,validation_accuracy,train_precision,validation_precision,train_recall,validation_recall
1,0.4490991762707624,0.45690993135605507,0.5459220111412655,0.5392670157068062,0.8131753636269184,0.8121474994110555,0.7928585391281684,0.7859531772575251,0.6640027797081306,0.6666666666666666,0.4634974533106961,0.45274725274725275
2,0.4454592820372256,0.455408325511377,0.5484196853802857,0.5354539430086149,0.8150998371702369,0.8128459182683648,0.7961165048543689,0.786865308604439,0.67712045616536,0.674457429048414,0.4608294930875576,0.44395604395604393
3,0.44485205964520774,0.45551227864285637,0.5500144133756125,0.5379494007989347,0.8157299186853851,0.8128200509032794,0.796572620056037,0.7889936150805716,0.677797513321492,0.6824324324324325,0.4627698277952947,0.44395604395604393
4,0.44461023980037906,0.4555620049355256,0.5505828176716074,0.5366178428761651,0.8160224642492812,0.8126874806572159,0.796507460741513,0.7883855275159622,0.6769285208775655,0.6807432432432432,0.46398253698763037,0.44285714285714284
5,0.4444624152033378,0.4555421576121137,0.5514758819294456,0.5366178428761651,0.816201518211642,0.8126884044916832,0.7970287352577051,0.7883855275159622,0.6785967399007796,0.6807432432432432,0.46446762066456465,0.44285714285714284
6,0.444351534774699,0.4554880371180118,0.5521313364055299,0.5369753497668222,0.8163234806257822,0.8126985666708239,0.7973545318303251,0.788689571298267,0.6795462601914215,0.6818950930626058,0.46495270434149893,0.44285714285714284
7,0.4442609906078482,0.4554208058257833,0.552449567723343,0.5369753497668222,0.8164229262370282,0.8127156576084698,0.7976151690884212,0.788689571298267,0.6805111821086262,0.6818950930626058,0.46495270434149893,0.44285714285714284
8,0.44418416122309257,0.45535081498186813,0.5521118639181202,0.5373333333333333,0.8165052789585533,0.8127452203114245,0.7975500097738972,0.7889936150805716,0.6805259417199716,0.6830508474576271,0.46446762066456465,0.44285714285714284
9,0.44411759165974535,0.45528258995813037,0.5516147635524798,0.5367156208277704,0.8165736721266528,0.8128057314690353,0.7973545318303251,0.7889936150805716,0.6800568787771063,0.6836734693877551,0.46398253698763037,0.44175824175824174
10,0.4440591247909432,0.455217895121676,0.5511470206319434,0.5376917945296864,0.8166339834480323,0.8128292892479525,0.7972893725158011,0.7892976588628763,0.6801994301994302,0.6842105263157895,0.46325491147222897,0.44285714285714284
11,0.4440072710349642,0.45515724923750833,0.5509880282705899,0.5376917945296864,0.816690448328994,0.8128773286402542,0.7971590538867531,0.7892976588628763,0.6797153024911032,0.6842105263157895,0.46325491147222897,0.44285714285714284
12,0.44396093679094334,0.4551006384864517,0.5511175198269647,0.5376917945296864,0.816741165158545,0.8129096628466111,0.7971590538867531,0.7892976588628763,0.6795874822190612,0.6842105263157895,0.4634974533106961,0.44285714285714284
13,0.44391928476435394,0.45504783836867674,0.5511175198269647,0.5376917945296864,0.8167843187625561,0.8129456923908374,0.7971590538867531,0.7892976588628763,0.6795874822190612,0.6842105263157895,0.4634974533106961,0.44285714285714284
14,0.44388165333541957,0.45499855547996243,0.5513264129181085,0.5380507343124166,0.8168275155849986,0.8129655548318852,0.7972242132012771,0.7896017026451809,0.679701386420192,0.685374149659864,0.46373999514916325,0.44285714285714284
15,0.4438475067653199,0.45495248780937164,0.5514059120403749,0.5380507343124166,0.8168652020574048,0.8130080512173828,0.7972893725158011,0.7896017026451809,0.6799431009957326,0.685374149659864,0.46373999514916325,0.44285714285714284
16,0.44381640296367414,0.45490934890401596,0.5514854340928756,0.5384101536406145,0.8169022834717677,0.8130408473409735,0.7973545318303251,0.7899057464274856,0.680184987548915,0.686541737649063,0.46373999514916325,0.44285714285714284
17,0.4437879717921385,0.4548688762753652,0.5514059120403749,0.5384101536406145,0.8169378954594543,0.8130898105677427,0.7972893725158011,0.7899057464274856,0.6799431009957326,0.686541737649063,0.46373999514916325,0.44285714285714284
18,0.44376189990911125,0.4548308331044541,0.5511970002884338,0.5380507343124166,0.816972729515371,0.8131290735326044,0.7972242132012771,0.7896017026451809,0.67982924226254,0.685374149659864,0.4634974533106961,0.44285714285714284
19,0.44373791979647215,0.45479500722215127,0.5513560300057704,0.5370741482965932,0.8170019019567404,0.8131577124010919,0.7973545318303251,0.7892976588628763,0.680313278746885,0.6848381601362862,0.4634974533106961,0.44175824175824174
20,0.4437158015417103,0.4547612090891649,0.5515649790855329,0.5370741482965932,0.8170314849732105,0.8131798844283082,0.7974196911448491,0.7892976588628763,0.6804270462633452,0.6848381601362862,0.46373999514916325,0.44175824175824174
21,0.4436953464963412,0.4547292695116756,0.5512765036780615,0.5370741482965932,0.817058129136328,0.81321914739317,0.7972893725158011,0.7892976588628763,0.6800711743772242,0.6848381601362862,0.4634974533106961,0.44175824175824174
22,0.44367638225795225,0.45469903739811857,0.5512765036780615,0.5370741482965932,0.8170880795094673,0.8132524054339944,0.7972893725158011,0.7892976588628763,0.6800711743772242,0.6848381601362862,0.4634974533106961,0.44175824175824174
23,0.4436587586198232,0.45467037767650836,0.550858461982398,0.5370741482965932,0.8171136432117934,0.813287973060987,0.7971590538867531,0.7892976588628763,0.6798433048433048,0.6848381601362862,0.4630123696337618,0.44175824175824174
24,0.4436423442516943,0.45464316941152805,0.5510174628373503,0.5370741482965932,0.8171391853049035,0.8133110689226705,0.7972893725158011,0.7892976588628763,0.680327868852459,0.6848381601362862,0.4630123696337618,0.44175824175824174
25,0.44362702394906317,0.45461730412617823,0.5511265164644714,0.5370741482965932,0.8171621559013299,0.8133443269634947,0.7974848504593731,0.7892976588628763,0.6811852909675116,0.6848381601362862,0.4627698277952947,0.44175824175824174
26,0.4436126963348832,0.45459268431815875,0.5512061245124946,0.5377926421404682,0.817183527415785,0.813383128011123,0.7975500097738972,0.7899057464274856,0.6814285714285714,0.6871794871794872,0.4627698277952947,0.44175824175824174
27,0.44359927192764503,0.45456922215525886,0.5512061245124946,0.5377926421404682,0.8172051366316142,0.8134089953762085,0.7975500097738972,0.7899057464274856,0.6814285714285714,0.6871794871794872,0.4627698277952947,0.44175824175824174
28,0.4435866715100236,0.45454683833207715,0.5509968217278244,0.5377926421404682,0.8172301601035444,0.8134311674034245,0.7974848504593731,0.7899057464274856,0.6813147552697392,0.6871794871794872,0.46252728595682757,0.44175824175824174
29,0.4435748247463724,0.45452546107033537,0.5512061245124946,0.5377926421404682,0.8172533467921291,0.8134417914997989,0.7975500097738972,0.7899057464274856,0.6814285714285714,0.6871794871794872,0.4627698277952947,0.44175824175824174
30,0.4435636690075924,0.45450502524588654,0.5509968217278244,0.5377926421404682,0.8172727950863755,0.8134611920236132,0.7974848504593731,0.7899057464274856,0.6813147552697392,0.6871794871794872,0.46252728595682757,0.44175824175824174
31,0.4435531483696214,0.45448547162682007,0.5512061245124946,0.5377926421404682,0.8172910116553196,0.8134764352923244,0.7975500097738972,0.7899057464274856,0.6814285714285714,0.6871794871794872,0.4627698277952947,0.44175824175824174
32,0.44354321275778924,0.45446674620854094,0.5508670520231214,0.5377926421404682,0.8173099197191701,0.8135018407401761,0.7974848504593731,0.7899057464274856,0.6814444047193422,0.6871794871794872,0.4622847441183604,0.44175824175824174
33,0.4435338172140569,0.4544487996332272,0.5508670520231214,0.5377926421404682,0.8173288926106681,0.8135249366018595,0.7974848504593731,0.7899057464274856,0.6814444047193422,0.6871794871794872,0.4622847441183604,0.44175824175824174
34,0.4435249212680124,0.45443158668254435,0.5508670520231214,0.5377926421404682,0.817346871478238,0.8135466467118423,0.7974848504593731,0.7899057464274856,0.6814444047193422,0.6871794871794872,0.4622847441183604,0.44175824175824174
35,0.4435164883956612,0.45441506583387514,0.5509466685937274,0.5377926421404682,0.8173635105744266,0.8135651234011889,0.7975500097738972,0.7899057464274856,0.6816881258941345,0.6871794871794872,0.4622847441183604,0.44175824175824174
36,0.4435084855526457,0.4543991988715828,0.5510263081815554,0.5377926421404682,0.8173783128872696,0.8135738998286288,0.7976151690884212,0.7899057464274856,0.6819320214669052,0.6871794871794872,0.4622847441183604,0.44175824175824174
37,0.4435008827706914,0.4543839505459551,0.5510263081815554,0.536813922356091,0.8173928774987385,0.8135969956903121,0.7976151690884212,0.7896017026451809,0.6819320214669052,0.6866438356164384,0.4622847441183604,0.44065934065934065
38,0.4434936528078686,0.4543692882734675,0.5510263081815554,0.536813922356091,0.8174070747535384,0.8136163962141263,0.7976151690884212,0.7896017026451809,0.6819320214669052,0.6866438356164384,0.4622847441183604,0.44065934065934065
39,0.44348677084475246,0.4543551818728836,0.5508168281046697,0.536813922356091,0.8174239731603167,0.8136297918139026,0.7975500097738972,0.7896017026451809,0.6818181818181818,0.6866438356164384,0.4620422022798933,0.44065934065934065
40,0.4434802142198106,0.4543416033324599,0.5509761388286334,0.5377926421404682,0.8174414117974907,0.8136528876755862,0.7976803284029452,0.7899057464274856,0.6823065902578797,0.6871794871794872,0.4620422022798933,0.44175824175824174
